Date,AAPL
2004-05-03 00:00:00+00:00,1.749169
2004-05-04 00:00:00+00:00,1.753866
2004-05-05 00:00:00+00:00,1.788086
2004-05-06 00:00:00+00:00,1.783389
2004-05-07 00:00:00+00:00,1.789429
2004-05-10 00:00:00+00:00,1.763259
2004-05-11 00:00:00+00:00,1.820963
2004-05-12 00:00:00+00:00,1.831699
2004-05-13 00:00:00+00:00,1.824316
2004-05-14 00:00:00+00:00,1.815599
2004-05-17 00:00:00+00:00,1.787419
2004-05-18 00:00:00+00:00,1.815599
2004-05-19 00:00:00+00:00,1.776006
2004-05-20 00:00:00+00:00,1.792116
2004-05-21 00:00:00+00:00,1.818952
2004-05-24 00:00:00+00:00,1.834386
2004-05-25 00:00:00+00:00,1.906179
2004-05-26 00:00:00+00:00,1.912886
2004-05-27 00:00:00+00:00,1.890069
2004-05-28 00:00:00+00:00,1.882696
2004-06-01 00:00:00+00:00,1.882696
2004-06-02 00:00:00+00:00,1.940389
2004-06-03 00:00:00+00:00,1.905502
2004-06-04 00:00:00+00:00,1.930996
2004-06-07 00:00:00+00:00,2.000112
2004-06-08 00:00:00+00:00,2.036342
2004-06-09 00:00:00+00:00,2.026273
2004-06-10 00:00:00+00:00,2.062503
2004-06-14 00:00:00+00:00,2.020909
2004-06-15 00:00:00+00:00,2.059149
2004-06-16 00:00:00+00:00,2.196696
2004-06-17 00:00:00+00:00,2.201392
2004-06-18 00:00:00+00:00,2.208099
2004-06-21 00:00:00+00:00,2.169192
2004-06-22 00:00:00+00:00,2.214139
2004-06-23 00:00:00+00:00,2.261106
2004-06-24 00:00:00+00:00,2.226219
2004-06-25 00:00:00+00:00,2.261106
2004-06-28 00:00:00+00:00,2.179919
2004-06-29 00:00:00+00:00,2.180596
2004-06-30 00:00:00+00:00,2.183282
2004-07-01 00:00:00+00:00,2.167173
2004-07-02 00:00:00+00:00,2.085319
2004-07-06 00:00:00+00:00,2.076593
2004-07-07 00:00:00+00:00,2.039019
2004-07-08 00:00:00+00:00,2.022252
2004-07-09 00:00:00+00:00,2.014869
